"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 03 17:34:25 GMT 2024","Sun Mar 03 17:34:27 GMT 2024","2437","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Sun Mar 03 17:35:06 GMT 2024","Sun Mar 03 17:35:06 GMT 2024","326","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Sun Mar 03 17:34:49 GMT 2024","Sun Mar 03 17:34:52 GMT 2024","2269","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Sun Mar 03 17:34:11 GMT 2024","Sun Mar 03 17:34:11 GMT 2024","582","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testLogOut","testLogOut",""
"passed","Sun Mar 03 17:35:35 GMT 2024","Sun Mar 03 17:35:44 GMT 2024","9346","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testPurchaseWithCartValidationAPI","testPurchaseWithCartValidationAPI",""
"skipped","Sun Mar 03 17:34:28 GMT 2024","Sun Mar 03 17:34:28 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayOnThePage","testProductDisplayOnThePage",""
"passed","Sun Mar 03 17:36:08 GMT 2024","Sun Mar 03 17:36:11 GMT 2024","2711","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Sun Mar 03 17:35:08 GMT 2024","Sun Mar 03 17:35:09 GMT 2024","458","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Sun Mar 03 17:36:07 GMT 2024","Sun Mar 03 17:36:08 GMT 2024","892","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Sun Mar 03 17:36:03 GMT 2024","Sun Mar 03 17:36:04 GMT 2024","820","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
