"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 04 20:47:24 GMT 2024","Mon Mar 04 20:47:36 GMT 2024","12236","Ecommerce store","Smoke tests","tests.CartTest","tests.CartTest","testProductRemovalFromCart","testProductRemovalFromCart",""
"passed","Mon Mar 04 20:47:40 GMT 2024","Mon Mar 04 20:47:41 GMT 2024","793","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Mon Mar 04 20:45:41 GMT 2024","Mon Mar 04 20:45:44 GMT 2024","2194","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"failed","Mon Mar 04 20:45:33 GMT 2024","Mon Mar 04 20:45:36 GMT 2024","2308","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Mon Mar 04 20:46:37 GMT 2024","Mon Mar 04 20:46:44 GMT 2024","7699","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testPurchaseWithCartValidationAPI","testPurchaseWithCartValidationAPI",""
"passed","Mon Mar 04 20:46:13 GMT 2024","Mon Mar 04 20:46:14 GMT 2024","534","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 20:46:06 GMT 2024","Mon Mar 04 20:46:06 GMT 2024","543","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 20:46:01 GMT 2024","Mon Mar 04 20:46:03 GMT 2024","2272","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Mon Mar 04 20:47:49 GMT 2024","Mon Mar 04 20:47:52 GMT 2024","2716","Ecommerce store","Smoke tests","tests.ProdTest","tests.ProdTest","testProductViewDisplay","testProductViewDisplay",""
"broken","Mon Mar 04 20:47:22 GMT 2024","Mon Mar 04 20:47:22 GMT 2024","0","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","closeContext","closeContext",""
"passed","Mon Mar 04 20:45:39 GMT 2024","Mon Mar 04 20:45:39 GMT 2024","26","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testLandingURL","testLandingURL",""
"passed","Mon Mar 04 20:46:24 GMT 2024","Mon Mar 04 20:46:24 GMT 2024","374","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductDisplayByCategoryAPI","testProductDisplayByCategoryAPI",""
"passed","Mon Mar 04 20:46:29 GMT 2024","Mon Mar 04 20:46:34 GMT 2024","4548","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductViewDisplayAPI","testProductViewDisplayAPI",""
"passed","Mon Mar 04 20:47:41 GMT 2024","Mon Mar 04 20:47:42 GMT 2024","829","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Mon Mar 04 20:47:45 GMT 2024","Mon Mar 04 20:47:47 GMT 2024","1744","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Mon Mar 04 20:45:51 GMT 2024","Mon Mar 04 20:45:53 GMT 2024","2089","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Mon Mar 04 20:46:19 GMT 2024","Mon Mar 04 20:46:19 GMT 2024","379","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 20:46:16 GMT 2024","Mon Mar 04 20:46:17 GMT 2024","449","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 20:45:21 GMT 2024","Mon Mar 04 20:45:21 GMT 2024","296","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testLogOut","testLogOut",""
"passed","Mon Mar 04 20:46:11 GMT 2024","Mon Mar 04 20:46:11 GMT 2024","416","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 20:46:08 GMT 2024","Mon Mar 04 20:46:09 GMT 2024","387","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 20:45:29 GMT 2024","Mon Mar 04 20:45:31 GMT 2024","2248","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Mon Mar 04 20:45:56 GMT 2024","Mon Mar 04 20:45:58 GMT 2024","2290","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Mon Mar 04 20:45:46 GMT 2024","Mon Mar 04 20:45:48 GMT 2024","2083","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Mon Mar 04 20:46:21 GMT 2024","Mon Mar 04 20:46:21 GMT 2024","226","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testLoginAPI","testLoginAPI",""
