"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Feb 25 21:23:11 GMT 2024","Sun Feb 25 21:23:18 GMT 2024","7325","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testValidateAPICartIntegrationWithUI","testValidateAPICartIntegrationWithUI",""
"passed","Sun Feb 25 21:23:25 GMT 2024","Sun Feb 25 21:23:26 GMT 2024","680","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Sun Feb 25 21:22:00 GMT 2024","Sun Feb 25 21:22:01 GMT 2024","685","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testLogOut","testLogOut",""
"passed","Sun Feb 25 21:22:41 GMT 2024","Sun Feb 25 21:22:41 GMT 2024","355","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Sun Feb 25 21:23:21 GMT 2024","Sun Feb 25 21:23:21 GMT 2024","565","Ecommerce store","Smoke tests","tests.ContactTest","tests.ContactTest","testContactPopUp","testContactPopUp",""
"broken","Sun Feb 25 21:22:11 GMT 2024","Sun Feb 25 21:22:11 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","closeContext","closeContext",""
"skipped","Sun Feb 25 21:22:11 GMT 2024","Sun Feb 25 21:22:11 GMT 2024","1","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayOnThePage","testProductDisplayOnThePage",""
"passed","Sun Feb 25 21:23:23 GMT 2024","Sun Feb 25 21:23:24 GMT 2024","798","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Sun Feb 25 21:22:51 GMT 2024","Sun Feb 25 21:22:51 GMT 2024","306","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductDisplayByCategoryAPI","testProductDisplayByCategoryAPI",""
"passed","Sun Feb 25 21:22:47 GMT 2024","Sun Feb 25 21:22:47 GMT 2024","355","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
