"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 04 19:32:09 GMT 2024","Mon Mar 04 19:32:09 GMT 2024","219","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductDisplayOnThePageAPI","testProductDisplayOnThePageAPI",""
"skipped","Mon Mar 04 19:31:25 GMT 2024","Mon Mar 04 19:31:25 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Mon Mar 04 19:32:18 GMT 2024","Mon Mar 04 19:32:26 GMT 2024","7629","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testPurchaseWithCartValidationAPI","testPurchaseWithCartValidationAPI",""
"passed","Mon Mar 04 19:32:11 GMT 2024","Mon Mar 04 19:32:16 GMT 2024","4438","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductViewDisplayAPI","testProductViewDisplayAPI",""
"passed","Mon Mar 04 19:32:05 GMT 2024","Mon Mar 04 19:32:05 GMT 2024","498","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testLoginAPI","testLoginAPI",""
"passed","Mon Mar 04 19:32:39 GMT 2024","Mon Mar 04 19:32:51 GMT 2024","12215","Ecommerce store","Smoke tests","tests.CartTest","tests.CartTest","testProductRemovalFromCart","testProductRemovalFromCart",""
"passed","Mon Mar 04 19:31:53 GMT 2024","Mon Mar 04 19:31:54 GMT 2024","385","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 19:31:38 GMT 2024","Mon Mar 04 19:31:40 GMT 2024","2098","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Mon Mar 04 19:32:03 GMT 2024","Mon Mar 04 19:32:03 GMT 2024","403","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 19:32:07 GMT 2024","Mon Mar 04 19:32:07 GMT 2024","320","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductDisplayByCategoryAPI","testProductDisplayByCategoryAPI",""
"passed","Mon Mar 04 19:32:54 GMT 2024","Mon Mar 04 19:32:54 GMT 2024","614","Ecommerce store","Smoke tests","tests.ContactTest","tests.ContactTest","testContactPopUp","testContactPopUp",""
"skipped","Mon Mar 04 19:31:25 GMT 2024","Mon Mar 04 19:31:25 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"skipped","Mon Mar 04 19:31:25 GMT 2024","Mon Mar 04 19:31:25 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayOnThePage","testProductDisplayOnThePage",""
"passed","Mon Mar 04 19:31:42 GMT 2024","Mon Mar 04 19:31:44 GMT 2024","2270","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Mon Mar 04 19:31:58 GMT 2024","Mon Mar 04 19:31:59 GMT 2024","530","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 19:33:00 GMT 2024","Mon Mar 04 19:33:01 GMT 2024","1171","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Mon Mar 04 19:33:03 GMT 2024","Mon Mar 04 19:33:05 GMT 2024","2499","Ecommerce store","Smoke tests","tests.ProdTest","tests.ProdTest","testProductViewDisplay","testProductViewDisplay",""
"skipped","Mon Mar 04 19:31:25 GMT 2024","Mon Mar 04 19:31:25 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testLogOut","testLogOut",""
"passed","Mon Mar 04 19:32:28 GMT 2024","Mon Mar 04 19:32:37 GMT 2024","9165","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testValidateAPICartIntegrationWithUI","testValidateAPICartIntegrationWithUI",""
"skipped","Mon Mar 04 19:31:25 GMT 2024","Mon Mar 04 19:31:25 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Mon Mar 04 19:32:56 GMT 2024","Mon Mar 04 19:32:57 GMT 2024","811","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Mon Mar 04 19:31:47 GMT 2024","Mon Mar 04 19:31:49 GMT 2024","2255","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"failed","Mon Mar 04 19:31:18 GMT 2024","Mon Mar 04 19:31:24 GMT 2024","6628","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testE2EPurchaseWithCartValidation","testE2EPurchaseWithCartValidation",""
"passed","Mon Mar 04 19:32:57 GMT 2024","Mon Mar 04 19:32:58 GMT 2024","716","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Mon Mar 04 19:31:27 GMT 2024","Mon Mar 04 19:31:27 GMT 2024","31","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testLandingURL","testLandingURL",""
"passed","Mon Mar 04 19:31:56 GMT 2024","Mon Mar 04 19:31:56 GMT 2024","423","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 19:31:51 GMT 2024","Mon Mar 04 19:31:52 GMT 2024","515","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 19:32:55 GMT 2024","Mon Mar 04 19:32:56 GMT 2024","941","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Mon Mar 04 19:31:29 GMT 2024","Mon Mar 04 19:31:31 GMT 2024","2361","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"broken","Mon Mar 04 19:31:25 GMT 2024","Mon Mar 04 19:31:25 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","closeContext","closeContext",""
"passed","Mon Mar 04 19:32:01 GMT 2024","Mon Mar 04 19:32:01 GMT 2024","415","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Mon Mar 04 19:31:33 GMT 2024","Mon Mar 04 19:31:35 GMT 2024","2098","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Mon Mar 04 19:32:59 GMT 2024","Mon Mar 04 19:32:59 GMT 2024","830","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
