"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 03 21:53:38 GMT 2024","Sun Mar 03 21:53:39 GMT 2024","776","Ecommerce store (smoke tests)","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Sun Mar 03 21:53:44 GMT 2024","Sun Mar 03 21:53:50 GMT 2024","6115","Ecommerce store (home page tests)","Home tests","tests.HomeTest","tests.HomeTest","testProductDisplayOnThePage","testProductDisplayOnThePage",""
"passed","Sun Mar 03 21:52:24 GMT 2024","Sun Mar 03 21:52:24 GMT 2024","46","Ecommerce store (smoke tests)","Smoke tests","tests.NavigationTest","tests.NavigationTest","testLandingURL","testLandingURL",""
"passed","Sun Mar 03 21:52:35 GMT 2024","Sun Mar 03 21:52:37 GMT 2024","2076","Ecommerce store (smoke tests)","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Sun Mar 03 21:52:43 GMT 2024","Sun Mar 03 21:52:46 GMT 2024","2255","Ecommerce store (smoke tests)","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Sun Mar 03 21:52:55 GMT 2024","Sun Mar 03 21:52:56 GMT 2024","362","Ecommerce store (smoke tests)","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Sun Mar 03 21:52:39 GMT 2024","Sun Mar 03 21:52:41 GMT 2024","2251","Ecommerce store (smoke tests)","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Sun Mar 03 21:53:42 GMT 2024","Sun Mar 03 21:53:42 GMT 2024","313","Ecommerce store (home page tests)","Home tests","tests.HomeTest","tests.HomeTest","testLogOut","testLogOut",""
"passed","Sun Mar 03 21:52:48 GMT 2024","Sun Mar 03 21:52:48 GMT 2024","517","Ecommerce store (smoke tests)","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Sun Mar 03 21:53:05 GMT 2024","Sun Mar 03 21:53:09 GMT 2024","4540","Ecommerce store (smoke tests)","Smoke tests","tests.APITest","tests.APITest","testProductViewDisplayAPI","testProductViewDisplayAPI",""
"broken","Sun Mar 03 21:53:58 GMT 2024","Sun Mar 03 21:53:58 GMT 2024","0","Ecommerce store (home page tests)","Home tests","tests.HomeTest","tests.HomeTest","closeContext","closeContext",""
"passed","Sun Mar 03 21:53:35 GMT 2024","Sun Mar 03 21:53:36 GMT 2024","807","Ecommerce store (smoke tests)","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Sun Mar 03 21:53:01 GMT 2024","Sun Mar 03 21:53:01 GMT 2024","249","Ecommerce store (smoke tests)","Smoke tests","tests.APITest","tests.APITest","testProductDisplayByCategoryAPI","testProductDisplayByCategoryAPI",""
"passed","Sun Mar 03 21:52:59 GMT 2024","Sun Mar 03 21:52:59 GMT 2024","452","Ecommerce store (smoke tests)","Smoke tests","tests.APITest","tests.APITest","testLoginAPI","testLoginAPI",""
"passed","Sun Mar 03 21:53:21 GMT 2024","Sun Mar 03 21:53:31 GMT 2024","10144","Ecommerce store (smoke tests)","Smoke tests","tests.APITest","tests.APITest","testValidateAPICartIntegrationWithUI","testValidateAPICartIntegrationWithUI",""
"passed","Sun Mar 03 21:52:57 GMT 2024","Sun Mar 03 21:52:58 GMT 2024","350","Ecommerce store (smoke tests)","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Sun Mar 03 21:52:50 GMT 2024","Sun Mar 03 21:52:50 GMT 2024","360","Ecommerce store (smoke tests)","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Sun Mar 03 21:53:34 GMT 2024","Sun Mar 03 21:53:35 GMT 2024","906","Ecommerce store (smoke tests)","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
