"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Mar 05 00:12:03 GMT 2024","Tue Mar 05 00:12:03 GMT 2024","0","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"skipped","Tue Mar 05 00:12:03 GMT 2024","Tue Mar 05 00:12:03 GMT 2024","0","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"skipped","Tue Mar 05 00:11:22 GMT 2024","Tue Mar 05 00:11:22 GMT 2024","1","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayOnThePage","testProductDisplayOnThePage",""
"passed","Tue Mar 05 00:13:42 GMT 2024","Tue Mar 05 00:13:43 GMT 2024","1256","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Tue Mar 05 00:11:31 GMT 2024","Tue Mar 05 00:11:33 GMT 2024","2090","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"skipped","Tue Mar 05 00:12:48 GMT 2024","Tue Mar 05 00:12:48 GMT 2024","0","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testValidateAPICartIntegrationWithUI","testValidateAPICartIntegrationWithUI",""
"broken","Tue Mar 05 00:13:35 GMT 2024","Tue Mar 05 00:13:35 GMT 2024","0","Ecommerce store","Smoke tests","tests.ContactTest","tests.ContactTest","closeContext","closeContext",""
"broken","Tue Mar 05 00:11:22 GMT 2024","Tue Mar 05 00:11:22 GMT 2024","1","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","closeContext","closeContext",""
"skipped","Tue Mar 05 00:12:03 GMT 2024","Tue Mar 05 00:12:03 GMT 2024","0","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"broken","Tue Mar 05 00:12:12 GMT 2024","Tue Mar 05 00:12:46 GMT 2024","34212","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductViewDisplayAPI","testProductViewDisplayAPI",""
"skipped","Tue Mar 05 00:12:03 GMT 2024","Tue Mar 05 00:12:03 GMT 2024","0","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"skipped","Tue Mar 05 00:11:22 GMT 2024","Tue Mar 05 00:11:22 GMT 2024","1","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
