"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 25 16:50:03 GMT 2024","Sun Feb 25 16:50:06 GMT 2024","2091","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"failed","Sun Feb 25 16:49:52 GMT 2024","Sun Feb 25 16:49:54 GMT 2024","2318","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Sun Feb 25 16:50:38 GMT 2024","Sun Feb 25 16:50:38 GMT 2024","240","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductDisplayOnThePageAPI","testProductDisplayOnThePageAPI",""
"passed","Sun Feb 25 16:50:57 GMT 2024","Sun Feb 25 16:50:58 GMT 2024","911","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Sun Feb 25 16:50:52 GMT 2024","Sun Feb 25 16:50:52 GMT 2024","575","Ecommerce store","Smoke tests","tests.ContactTest","tests.ContactTest","testContactPopUp","testContactPopUp",""
"passed","Sun Feb 25 16:50:21 GMT 2024","Sun Feb 25 16:50:22 GMT 2024","495","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Sun Feb 25 16:50:24 GMT 2024","Sun Feb 25 16:50:24 GMT 2024","381","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"broken","Sun Feb 25 16:49:55 GMT 2024","Sun Feb 25 16:49:55 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","closeContext","closeContext",""
"passed","Sun Feb 25 16:50:35 GMT 2024","Sun Feb 25 16:50:36 GMT 2024","329","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductDisplayByCategoryAPI","testProductDisplayByCategoryAPI",""
"skipped","Sun Feb 25 16:49:55 GMT 2024","Sun Feb 25 16:49:55 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Sun Feb 25 16:49:59 GMT 2024","Sun Feb 25 16:50:01 GMT 2024","2285","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Sun Feb 25 16:49:57 GMT 2024","Sun Feb 25 16:49:57 GMT 2024","27","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testLandingURL","testLandingURL",""
"passed","Sun Feb 25 16:50:08 GMT 2024","Sun Feb 25 16:50:10 GMT 2024","2115","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"skipped","Sun Feb 25 16:50:50 GMT 2024","Sun Feb 25 16:50:50 GMT 2024","0","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testValidateAPICartIntegrationWithUI","testValidateAPICartIntegrationWithUI",""
"passed","Sun Feb 25 16:49:44 GMT 2024","Sun Feb 25 16:49:45 GMT 2024","774","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testLogOut","testLogOut",""
"passed","Sun Feb 25 16:50:25 GMT 2024","Sun Feb 25 16:50:26 GMT 2024","355","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
