"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 05 00:26:03 GMT 2024","Tue Mar 05 00:26:04 GMT 2024","234","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductDisplayByCategoryAPI","testProductDisplayByCategoryAPI",""
"passed","Tue Mar 05 00:24:58 GMT 2024","Tue Mar 05 00:25:06 GMT 2024","8217","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayOnThePage","testProductDisplayOnThePage",""
"passed","Tue Mar 05 00:26:51 GMT 2024","Tue Mar 05 00:26:52 GMT 2024","816","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"failed","Tue Mar 05 00:25:20 GMT 2024","Tue Mar 05 00:25:22 GMT 2024","2274","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Tue Mar 05 00:26:57 GMT 2024","Tue Mar 05 00:26:59 GMT 2024","2477","Ecommerce store","Smoke tests","tests.ProdTest","tests.ProdTest","testProductViewDisplay","testProductViewDisplay",""
"passed","Tue Mar 05 00:25:35 GMT 2024","Tue Mar 05 00:25:37 GMT 2024","2097","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Tue Mar 05 00:25:48 GMT 2024","Tue Mar 05 00:25:48 GMT 2024","524","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Tue Mar 05 00:26:14 GMT 2024","Tue Mar 05 00:26:21 GMT 2024","7419","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testPurchaseWithCartValidationAPI","testPurchaseWithCartValidationAPI",""
"passed","Tue Mar 05 00:26:54 GMT 2024","Tue Mar 05 00:26:55 GMT 2024","1260","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Tue Mar 05 00:25:54 GMT 2024","Tue Mar 05 00:25:55 GMT 2024","602","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Tue Mar 05 00:26:53 GMT 2024","Tue Mar 05 00:26:53 GMT 2024","722","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Tue Mar 05 00:24:46 GMT 2024","Tue Mar 05 00:24:56 GMT 2024","10200","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testE2EPurchaseWithCartValidation","testE2EPurchaseWithCartValidation",""
"passed","Tue Mar 05 00:25:10 GMT 2024","Tue Mar 05 00:25:13 GMT 2024","2749","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Tue Mar 05 00:25:50 GMT 2024","Tue Mar 05 00:25:51 GMT 2024","441","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Tue Mar 05 00:25:26 GMT 2024","Tue Mar 05 00:25:29 GMT 2024","2330","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Tue Mar 05 00:25:59 GMT 2024","Tue Mar 05 00:25:59 GMT 2024","437","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Tue Mar 05 00:25:52 GMT 2024","Tue Mar 05 00:25:53 GMT 2024","445","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
"passed","Tue Mar 05 00:26:05 GMT 2024","Tue Mar 05 00:26:05 GMT 2024","187","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductDisplayOnThePageAPI","testProductDisplayOnThePageAPI",""
"broken","Tue Mar 05 00:25:23 GMT 2024","Tue Mar 05 00:25:23 GMT 2024","0","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","closeContext","closeContext",""
"passed","Tue Mar 05 00:26:07 GMT 2024","Tue Mar 05 00:26:11 GMT 2024","4394","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testProductViewDisplayAPI","testProductViewDisplayAPI",""
"passed","Tue Mar 05 00:26:23 GMT 2024","Tue Mar 05 00:26:32 GMT 2024","9052","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testValidateAPICartIntegrationWithUI","testValidateAPICartIntegrationWithUI",""
"passed","Tue Mar 05 00:25:39 GMT 2024","Tue Mar 05 00:25:42 GMT 2024","2313","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Tue Mar 05 00:26:34 GMT 2024","Tue Mar 05 00:26:46 GMT 2024","12130","Ecommerce store","Smoke tests","tests.CartTest","tests.CartTest","testProductRemovalFromCart","testProductRemovalFromCart",""
"passed","Tue Mar 05 00:25:15 GMT 2024","Tue Mar 05 00:25:18 GMT 2024","2210","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testProductDisplayByCategory","testProductDisplayByCategory",""
"passed","Tue Mar 05 00:26:48 GMT 2024","Tue Mar 05 00:26:49 GMT 2024","585","Ecommerce store","Smoke tests","tests.ContactTest","tests.ContactTest","testContactPopUp","testContactPopUp",""
"passed","Tue Mar 05 00:25:31 GMT 2024","Tue Mar 05 00:25:33 GMT 2024","2080","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Tue Mar 05 00:26:01 GMT 2024","Tue Mar 05 00:26:02 GMT 2024","178","Ecommerce store","Smoke tests","tests.APITest","tests.APITest","testLoginAPI","testLoginAPI",""
"passed","Tue Mar 05 00:25:08 GMT 2024","Tue Mar 05 00:25:09 GMT 2024","373","Ecommerce store","Smoke tests","tests.HomeTest","tests.HomeTest","testLogOut","testLogOut",""
"passed","Tue Mar 05 00:26:50 GMT 2024","Tue Mar 05 00:26:51 GMT 2024","767","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Tue Mar 05 00:25:25 GMT 2024","Tue Mar 05 00:25:25 GMT 2024","22","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testLandingURL","testLandingURL",""
"passed","Tue Mar 05 00:25:44 GMT 2024","Tue Mar 05 00:25:46 GMT 2024","2322","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedIn","testNavigationCustomerLoggedIn",""
"passed","Tue Mar 05 00:26:49 GMT 2024","Tue Mar 05 00:26:50 GMT 2024","790","Ecommerce store","Smoke tests","tests.LoginTest","tests.LoginTest","testLogin","testLogin",""
"passed","Tue Mar 05 00:25:57 GMT 2024","Tue Mar 05 00:25:57 GMT 2024","483","Ecommerce store","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigationCustomerLoggedOut","testNavigationCustomerLoggedOut",""
